Edges,Nodes,Density,Components,Min_spl,Max_spl,Median_spl,Mean_spl,Sd_spl,Min_bc,Max_bc,Median_bc,Mean_bc,Sd_bc,Min_cc,Max_cc,Median_cc,Mean_cc,Sd_cc,Min_dc,Max_dc,Median_dc,Mean_dc,Sd_dc
321,226,0.006,154,0,25,10,9.682,5.177,0,0.121,0.001,0.009,0.018,0,0.068,0.02,0.026,0.018,0,0.035,0.013,0.012,0.005
4539,2482,0,997,0,40,14,14.142,5.292,0,0.249,0,0.002,0.011,0,0.126,0.047,0.04,0.024,0,0.08,0.001,0.001,0.002
1437,736,0.002,66,0,24,10,10.268,3.204,0,0.336,0.006,0.01,0.022,0,0.161,0.089,0.085,0.027,0,0.035,0.005,0.005,0.003
492,283,0.006,77,0,24,11,10.61,4.317,0,0.236,0.005,0.021,0.038,0,0.145,0.066,0.061,0.031,0,0.053,0.01,0.012,0.007
25640,12239,0,2456,0,40,11,11.551,3.382,0,0.238,0,0,0.004,0,0.193,0.073,0.066,0.026,0,0.065,0,0,0
14329,6846,0,689,0,34,10,10.618,3.297,0,0.368,0,0.001,0.007,0,0.172,0.089,0.084,0.029,0,0.052,0,0,0.001
71,61,0.019,57,0,10,2,2.564,2.033,0,0.016,0.001,0.002,0.003,0,0.089,0.027,0.03,0.019,0,0.066,0.033,0.038,0.016
842,446,0.004,67,0,20,8,8.358,2.941,0,0.353,0.006,0.012,0.029,0,0.199,0.103,0.095,0.039,0,0.128,0.006,0.008,0.008
2923,1540,0.001,139,0,36,13,13.321,4.794,0,0.451,0.002,0.007,0.02,0,0.128,0.07,0.069,0.021,0,0.05,0.001,0.002,0.002
919,537,0.003,124,0,36,11,11.481,5.469,0,0.419,0.005,0.013,0.031,0,0.123,0.069,0.06,0.029,0,0.042,0.005,0.006,0.003
1525,785,0.002,158,0,38,10,10.316,4.082,0,0.208,0.002,0.008,0.019,0,0.124,0.078,0.069,0.029,0,0.035,0.003,0.004,0.003
37,35,0.031,32,0,7,2,1.913,1.643,0,0.031,0,0.004,0.006,0,0.125,0.044,0.044,0.033,0,0.117,0.058,0.062,0.031
1745,886,0.002,171,0,29,10,10.164,3.565,0,0.248,0.003,0.007,0.017,0,0.156,0.087,0.075,0.037,0,0.032,0.004,0.004,0.003
2166,1549,0,978,0,146,16,21.942,22.8,0,0.026,0,0,0.002,0,0.036,0.001,0.005,0.007,0,0.091,0.001,0.001,0.003
5631,2471,0,206,0,46,14,15.143,7.019,0,0.351,0.001,0.005,0.017,0,0.131,0.066,0.064,0.024,0,0.078,0.001,0.001,0.003
1425,720,0.002,140,0,37,12,12.584,4.893,0,0.258,0.004,0.01,0.019,0,0.144,0.06,0.052,0.033,0,0.031,0.004,0.005,0.004
468,257,0.007,45,0,20,8,8.279,2.988,0,0.132,0.014,0.019,0.022,0,0.15,0.097,0.085,0.038,0,0.039,0.011,0.014,0.006
743,454,0.003,230,0,31,10,10.89,5.983,0,0.097,0,0.004,0.011,0,0.09,0.025,0.022,0.017,0,0.044,0.006,0.007,0.003
1180,596,0.003,80,0,28,9,9.024,3.33,0,0.352,0.006,0.01,0.024,0,0.181,0.099,0.092,0.033,0,0.072,0.006,0.006,0.004
42586,17937,0,1087,0,38,11,10.844,3.21,0,0.272,0,0,0.004,0,0.172,0.091,0.088,0.023,0,0.033,0,0,0
1781,862,0.002,192,0,24,8,8.41,3.61,0,0.555,0.001,0.006,0.029,0,0.236,0.097,0.095,0.041,0,0.152,0.003,0.004,0.008
1016,569,0.003,90,0,32,11,11.415,4.278,0,0.146,0.007,0.014,0.022,0,0.126,0.078,0.071,0.029,0,0.029,0.005,0.006,0.003
1412,722,0.002,68,0,23,10,10.219,3.221,0,0.33,0.006,0.01,0.022,0,0.16,0.089,0.084,0.028,0,0.036,0.005,0.005,0.003
1783,1046,0.001,284,0,37,13,13.107,5.089,0,0.257,0.002,0.007,0.018,0,0.119,0.061,0.053,0.03,0,0.035,0.002,0.003,0.002
17139,7863,0,664,0,36,11,11.578,3.685,0,0.295,0,0.001,0.006,0,0.163,0.085,0.081,0.026,0,0.041,0,0,0.001
14638,7489,0,1635,0,43,12,12.23,4.17,0,0.372,0,0.001,0.006,0,0.156,0.066,0.061,0.031,0,0.058,0,0,0.001
1135,633,0.002,189,0,32,10,10.443,4.57,0,0.283,0.003,0.009,0.022,0,0.162,0.078,0.067,0.042,0,0.056,0.004,0.005,0.005
3143,1373,0.001,259,0,37,9,9.638,4.039,0,0.389,0.001,0.004,0.019,0,0.167,0.097,0.085,0.038,0,0.069,0.002,0.003,0.005
105,86,0.014,79,0,18,5,5.499,3.858,0,0.064,0.002,0.009,0.015,0,0.067,0.032,0.032,0.016,0,0.058,0.023,0.028,0.012
19395,9131,0,631,0,39,12,12.318,3.852,0,0.269,0,0.001,0.006,0,0.152,0.08,0.077,0.023,0,0.037,0,0,0
21082,9384,0,1643,0,227,14,18.696,24.828,0,0.195,0,0.001,0.005,0,0.106,0.052,0.047,0.02,0,0.017,0,0,0
1125,566,0.003,193,0,34,15,14.829,5.899,0,0.356,0,0.012,0.04,0,0.204,0.042,0.038,0.028,0,0.238,0.005,0.007,0.016
6321,3038,0,632,0,34,11,11.659,4.235,0,0.289,0,0.002,0.012,0,0.142,0.077,0.069,0.032,0,0.068,0,0.001,0.002
3020,1358,0.001,174,0,41,8,8.605,3.383,0,0.351,0.001,0.004,0.017,0,0.186,0.102,0.097,0.032,0,0.126,0.002,0.003,0.005
415,240,0.007,62,0,29,9,10.372,5.386,0,0.337,0.008,0.023,0.045,0,0.142,0.069,0.06,0.031,0,0.075,0.012,0.014,0.008
46049,19737,0,1647,0,42,11,10.982,3.332,0,0.265,0,0,0.003,0,0.166,0.088,0.083,0.025,0,0.033,0,0,0
10074,5349,0,1623,0,68,18,19.108,7.972,0,0.246,0,0.002,0.009,0,0.084,0.04,0.032,0.02,0,0.02,0,0,0
3949,2043,0,153,0,38,12,12.342,4.123,0,0.414,0.001,0.005,0.016,0,0.142,0.078,0.076,0.021,0,0.048,0.001,0.001,0.002
16877,7655,0,1464,0,659,11,12.913,19.384,0,0.221,0,0.001,0.005,0,0.134,0.071,0.061,0.03,0,0.038,0,0,0.001
952,523,0.003,125,0,24,9,9.099,3.361,0,0.269,0.005,0.01,0.024,0,0.17,0.082,0.077,0.035,0,0.068,0.005,0.006,0.005
7173,3340,0,350,0,36,9,9.311,2.915,0,0.283,0,0.002,0.011,0,0.183,0.103,0.097,0.03,0,0.054,0.001,0.001,0.002
7393,3283,0,210,0,36,10,10.072,3.36,0,0.257,0,0.002,0.011,0,0.159,0.098,0.094,0.024,0,0.053,0.001,0.001,0.002
5684,2589,0,353,0,34,10,10.475,3.454,0,0.171,0,0.003,0.01,0,0.148,0.088,0.084,0.026,0,0.059,0.001,0.001,0.002
1963,1064,0.001,192,0,34,14,13.551,4.579,0,0.112,0.004,0.008,0.013,0,0.114,0.062,0.055,0.025,0,0.032,0.002,0.003,0.002
28275,13532,0,1250,0,47,11,11.535,4.312,0,0.48,0,0,0.007,0,0.186,0.086,0.084,0.03,0,0.05,0,0,0
3021,1491,0.001,105,0,26,9,9,3.091,0,0.686,0.001,0.004,0.025,0,0.238,0.107,0.105,0.037,0,0.112,0.002,0.002,0.004
2111,1026,0.002,132,0,28,10,9.65,3.301,0,0.313,0.002,0.006,0.021,0,0.179,0.095,0.088,0.034,0,0.069,0.003,0.004,0.004
3746,1728,0.001,238,0,28,9,9.265,3.046,0,0.207,0.001,0.003,0.013,0,0.17,0.097,0.091,0.032,0,0.059,0.002,0.002,0.003
12402,6035,0,504,0,34,10,9.885,2.965,0,0.364,0,0.001,0.01,0,0.214,0.096,0.093,0.028,0,0.05,0,0,0.001
1668,894,0.002,126,0,43,15,14.913,6.077,0,0.216,0.003,0.012,0.024,0,0.095,0.06,0.055,0.021,0,0.042,0.003,0.004,0.003
795,395,0.005,55,0,23,9,8.903,3.241,0,0.167,0.007,0.015,0.024,0,0.147,0.095,0.087,0.031,0,0.048,0.01,0.01,0.006
3538,1937,0,343,0,43,14,13.871,4.679,0,0.193,0.002,0.005,0.01,0,0.149,0.063,0.057,0.025,0,0.031,0.001,0.001,0.001
21,20,0.055,17,0,7,2,2.195,1.785,0,0.102,0.004,0.019,0.027,0,0.224,0.074,0.084,0.055,0.052,0.21,0.105,0.11,0.052
442,287,0.005,101,0,24,10,10.327,4.131,0,0.163,0.006,0.017,0.024,0,0.154,0.06,0.053,0.03,0,0.052,0.01,0.01,0.005
1224,684,0.002,100,0,37,13,13.875,6.231,0,0.362,0.004,0.014,0.031,0,0.115,0.062,0.057,0.026,0,0.064,0.004,0.005,0.003
1808,833,0.002,111,0,34,10,10.524,5.588,0,0.501,0.001,0.009,0.033,0,0.189,0.1,0.088,0.038,0,0.138,0.003,0.005,0.009
397,251,0.006,107,0,27,10,10.329,5.062,0,0.187,0.002,0.015,0.027,0,0.098,0.047,0.042,0.025,0,0.052,0.012,0.012,0.006
560,357,0.004,164,0,32,12,11.942,5.276,0,0.111,0.003,0.013,0.02,0,0.096,0.047,0.037,0.025,0,0.025,0.008,0.008,0.003
18977,9275,0,970,0,50,15,15.152,5.142,0,0.269,0,0.001,0.007,0,0.126,0.062,0.059,0.021,0,0.02,0,0,0
19981,8909,0,871,0,62,11,11.525,4.284,0,0.201,0,0.001,0.006,0,0.165,0.083,0.08,0.027,0,0.042,0,0,0.001
230,144,0.011,132,0,11,4,4.309,2.537,0,0.023,0,0.002,0.004,0,0.231,0.021,0.028,0.031,0,0.16,0.02,0.022,0.018
864,494,0.003,68,0,26,9,9.243,3.616,0,0.27,0.001,0.012,0.034,0,0.149,0.093,0.086,0.036,0,0.123,0.004,0.007,0.012
575,352,0.004,100,0,26,11,10.929,4.264,0,0.236,0.006,0.016,0.03,0,0.125,0.066,0.056,0.031,0,0.039,0.008,0.009,0.004
3647,1633,0.001,227,0,46,9,9.254,3.718,0,0.338,0.001,0.004,0.015,0,0.164,0.098,0.091,0.03,0,0.096,0.002,0.002,0.004
1100,533,0.003,78,0,23,8,8.517,3.184,0,0.355,0.003,0.01,0.025,0,0.182,0.091,0.088,0.033,0.001,0.103,0.005,0.007,0.008
29905,13809,0,2695,0,45,12,12.573,3.426,0,0.167,0,0,0.003,0,0.162,0.069,0.063,0.025,0,0.026,0,0,0
1925,1052,0.001,371,0,50,13,13.513,6.439,0,0.154,0,0.005,0.011,0,0.07,0.041,0.033,0.019,0,0.052,0.002,0.003,0.003
2872,1207,0.001,312,0,39,11,11.95,5.482,0,0.211,0.001,0.005,0.015,0,0.112,0.064,0.055,0.029,0,0.057,0.002,0.003,0.004
121,88,0.015,74,0,11,3,3.517,2.5,0,0.025,0.001,0.003,0.005,0,0.114,0.024,0.028,0.019,0,0.103,0.034,0.031,0.015
668,371,0.004,132,0,28,10,10.269,4.418,0,0.247,0.004,0.014,0.024,0,0.122,0.065,0.058,0.032,0,0.059,0.008,0.009,0.006
659,401,0.004,96,0,27,12,11.938,4.808,0,0.142,0.007,0.017,0.022,0,0.125,0.061,0.055,0.029,0,0.025,0.007,0.008,0.003
1675,843,0.002,60,0,23,10,9.824,3.08,0,0.275,0.005,0.009,0.021,0,0.157,0.095,0.092,0.025,0,0.048,0.003,0.004,0.003
32932,14624,0,2056,0,227,13,15.935,19.941,0,0.197,0,0,0.004,0,0.121,0.062,0.056,0.021,0,0.016,0,0,0
1546,888,0.001,327,0,43,12,12.776,6.066,0,0.203,0.001,0.006,0.016,0,0.117,0.046,0.04,0.029,0,0.049,0.003,0.003,0.002
883,437,0.004,64,0,27,11,10.995,4.598,0,0.188,0.006,0.017,0.028,0,0.128,0.078,0.072,0.029,0,0.073,0.009,0.009,0.006
5504,2544,0,167,0,33,12,11.679,3.599,0,0.337,0,0.003,0.013,0,0.176,0.08,0.079,0.028,0,0.06,0.001,0.001,0.002
223,162,0.008,88,0,26,8,8.828,5.541,0,0.15,0.002,0.014,0.029,0,0.171,0.025,0.04,0.038,0,0.068,0.018,0.017,0.009
565,304,0.006,60,0,20,8,8.203,3.011,0,0.279,0.007,0.016,0.032,0,0.18,0.098,0.089,0.039,0,0.069,0.009,0.012,0.007
3087,1523,0.001,152,0,26,11,10.748,3.054,0,0.25,0.002,0.005,0.016,0,0.177,0.086,0.082,0.024,0,0.085,0.001,0.002,0.003
27,23,0.053,17,0,7,2,2.063,1.725,0,0.075,0.002,0.013,0.019,0,0.193,0.079,0.078,0.05,0.045,0.181,0.09,0.106,0.049
1032,572,0.003,117,0,30,13,12.564,4.818,0,0.308,0.006,0.014,0.03,0,0.115,0.065,0.06,0.025,0,0.031,0.005,0.006,0.003
1319,711,0.002,184,0,33,11,12.876,7.286,0,0.275,0.001,0.008,0.028,0,0.096,0.037,0.04,0.021,0,0.108,0.004,0.005,0.006
1046,579,0.003,112,0,32,12,12.477,4.685,0,0.278,0.006,0.014,0.029,0,0.114,0.067,0.062,0.025,0,0.031,0.005,0.006,0.003
1323,720,0.002,216,0,35,11,12.171,5.642,0,0.257,0.002,0.008,0.023,0,0.114,0.059,0.049,0.03,0,0.031,0.004,0.005,0.003
4647,2487,0,834,0,55,14,16.225,8.482,0,0.316,0,0.003,0.013,0,0.099,0.044,0.035,0.021,0,0.052,0.001,0.001,0.002
2735,1449,0.001,200,0,33,11,11.282,3.792,0,0.49,0.002,0.005,0.02,0,0.143,0.079,0.074,0.029,0,0.044,0.002,0.002,0.002
244,166,0.008,23,0,32,13,13.368,6.734,0,0.406,0.018,0.054,0.078,0,0.144,0.06,0.058,0.028,0,0.066,0.018,0.017,0.008
68,57,0.021,53,0,10,3,3.053,2.244,0,0.029,0.002,0.005,0.006,0,0.105,0.031,0.036,0.021,0,0.071,0.035,0.042,0.017
273,192,0.007,92,0,28,10,10.202,6.323,0,0.068,0.001,0.01,0.018,0,0.083,0.024,0.024,0.014,0,0.047,0.015,0.014,0.005
6290,2762,0,286,0,36,10,10.915,3.932,0,0.327,0,0.003,0.012,0,0.149,0.088,0.083,0.025,0,0.074,0.001,0.001,0.002
17343,7945,0,1516,0,664,11,12.895,19.017,0,0.216,0,0.001,0.005,0,0.132,0.07,0.061,0.03,0,0.037,0,0,0.001
157,116,0.011,112,0,15,5,4.941,3.001,0,0.043,0.001,0.005,0.008,0,0.11,0.023,0.029,0.023,0,0.069,0.026,0.023,0.01
758,401,0.004,99,0,26,9,8.851,3.367,0,0.253,0.007,0.013,0.025,0,0.16,0.093,0.081,0.039,0,0.065,0.007,0.009,0.006
421,253,0.006,83,0,34,11,12.155,6.887,0,0.207,0.005,0.023,0.045,0,0.188,0.047,0.051,0.036,0,0.075,0.011,0.013,0.007
6085,2952,0,218,0,41,13,13.084,4.867,0,0.35,0.001,0.003,0.013,0,0.166,0.074,0.074,0.025,0,0.028,0.001,0.001,0.001
236,177,0.007,93,0,60,17,18.851,12.653,0,0.178,0.02,0.041,0.051,0,0.079,0.025,0.026,0.013,0,0.062,0.011,0.015,0.006
981,555,0.003,73,0,49,15,17.435,10.363,0,0.344,0.004,0.022,0.056,0,0.092,0.053,0.048,0.022,0,0.083,0.005,0.006,0.005
874,515,0.003,160,0,59,12,14.149,8.482,0,0.35,0.003,0.013,0.03,0,0.102,0.05,0.041,0.028,0,0.058,0.005,0.006,0.003
11504,5461,0,804,0,48,12,12.112,4.425,0,0.284,0,0.001,0.007,0,0.151,0.076,0.068,0.028,0,0.038,0,0,0.001
1398,697,0.002,72,0,24,9,8.792,3.293,0,0.523,0.004,0.009,0.029,0,0.215,0.11,0.102,0.04,0,0.07,0.004,0.005,0.005
261,153,0.011,75,0,21,7,7.334,3.822,0,0.116,0.005,0.014,0.021,0,0.123,0.057,0.049,0.036,0,0.065,0.019,0.022,0.01
2533,1165,0.001,256,0,32,11,11.523,4.358,0,0.302,0.002,0.006,0.017,0,0.145,0.069,0.064,0.031,0,0.032,0.002,0.003,0.003
717,390,0.004,59,0,22,9,8.83,3.365,0,0.369,0.006,0.015,0.033,0,0.177,0.095,0.088,0.037,0,0.131,0.007,0.009,0.009
1368,825,0.002,280,0,37,13,13.13,5.087,0,0.264,0.001,0.008,0.02,0,0.104,0.056,0.047,0.028,0,0.04,0.003,0.004,0.002
177,128,0.01,102,0,17,5,5.563,3.521,0,0.05,0.001,0.005,0.009,0,0.09,0.025,0.028,0.019,0,0.047,0.023,0.021,0.009
1752,825,0.002,58,0,22,8,8.368,2.81,0,0.427,0.003,0.007,0.024,0,0.21,0.115,0.109,0.034,0,0.103,0.004,0.005,0.005
9692,4456,0,267,0,31,8,8.606,3.004,0,0.619,0,0.001,0.015,0,0.236,0.117,0.113,0.031,0,0.098,0,0,0.002
1143,635,0.002,112,0,31,11,11.346,4.069,0,0.388,0.005,0.012,0.028,0,0.148,0.078,0.071,0.033,0,0.082,0.004,0.005,0.004
5111,2763,0,466,0,42,13,13.276,4.719,0,0.305,0.001,0.003,0.012,0,0.133,0.066,0.061,0.028,0,0.024,0.001,0.001,0.001
3123,1785,0,483,0,49,16,16.663,6.415,0,0.209,0.001,0.005,0.013,0,0.104,0.045,0.039,0.02,0,0.035,0.001,0.001,0.001
618,349,0.005,94,0,33,11,11.869,5.501,0,0.224,0.005,0.02,0.036,0,0.109,0.067,0.058,0.028,0,0.06,0.008,0.01,0.006
8781,4311,0,147,0,37,11,11.195,4.099,0,0.313,0,0.002,0.011,0,0.183,0.092,0.091,0.027,0,0.054,0,0,0.001
8459,4180,0,612,0,36,11,10.766,3.723,0,0.341,0,0.001,0.01,0,0.167,0.084,0.081,0.03,0,0.069,0,0,0.002
19654,8501,0,704,0,32,10,10.322,3.055,0,0.273,0,0,0.007,0,0.177,0.093,0.09,0.028,0,0.037,0,0,0.001
17343,7945,0,1516,0,664,11,12.895,19.017,0,0.216,0,0.001,0.005,0,0.132,0.07,0.061,0.03,0,0.037,0,0,0.001
1811,884,0.002,90,0,25,9,8.828,3.049,0,0.433,0.003,0.007,0.024,0,0.205,0.103,0.101,0.033,0,0.106,0.003,0.004,0.006
1398,697,0.002,72,0,24,9,8.792,3.293,0,0.523,0.004,0.009,0.029,0,0.215,0.11,0.102,0.04,0,0.07,0.004,0.005,0.005
492,283,0.006,77,0,24,11,10.61,4.317,0,0.236,0.005,0.021,0.038,0,0.145,0.066,0.061,0.031,0,0.053,0.01,0.012,0.007
716,375,0.005,61,0,20,8,8.233,2.876,0,0.428,0.006,0.013,0.033,0,0.193,0.099,0.09,0.039,0,0.069,0.01,0.01,0.006
1939,1013,0.001,106,0,24,9,9.042,3.131,0,0.683,0.002,0.006,0.03,0,0.221,0.101,0.097,0.038,0,0.103,0.002,0.003,0.004
3086,1490,0.001,61,0,32,10,10.487,4.675,0,0.542,0.001,0.005,0.026,0,0.204,0.101,0.097,0.031,0,0.124,0.002,0.002,0.005
1390,789,0.002,241,0,29,9,9.146,3.282,0,0.225,0.002,0.006,0.018,0,0.151,0.083,0.074,0.032,0,0.067,0.003,0.004,0.004
884,479,0.003,84,0,25,10,10.42,3.79,0,0.336,0.006,0.014,0.028,0,0.159,0.077,0.073,0.031,0,0.056,0.006,0.007,0.004
238,158,0.009,79,0,22,7,7.774,4.754,0,0.078,0.002,0.009,0.015,0,0.075,0.027,0.029,0.02,0,0.044,0.019,0.019,0.007
725,386,0.004,99,0,25,9,8.731,3.309,0,0.251,0.008,0.013,0.024,0,0.16,0.093,0.081,0.04,0,0.067,0.007,0.009,0.006
325,192,0.008,71,0,29,9,9.767,5.308,0,0.179,0.008,0.022,0.032,0,0.12,0.06,0.051,0.031,0,0.073,0.015,0.017,0.008
21239,10355,0,1296,0,67,17,17.62,6.137,0,0.284,0,0.001,0.005,0,0.094,0.052,0.048,0.017,0,0.013,0,0,0
443,264,0.006,58,0,31,10,11.047,5.224,0,0.295,0.01,0.025,0.043,0,0.15,0.068,0.064,0.034,0,0.053,0.011,0.012,0.006
1820,1162,0.001,388,0,34,13,13.041,4.424,0,0.122,0.001,0.005,0.011,0,0.101,0.055,0.045,0.028,0,0.023,0.002,0.002,0.001
16128,7421,0,1506,0,657,12,13.102,20.037,0,0.217,0,0.001,0.005,0,0.13,0.07,0.059,0.03,0,0.038,0,0,0.001
2504,1397,0.001,413,0,37,12,12.22,4.625,0,0.274,0.001,0.005,0.014,0,0.102,0.063,0.056,0.024,0,0.047,0.002,0.002,0.002
283,177,0.009,84,0,23,9,8.848,4.245,0,0.237,0.005,0.018,0.033,0,0.124,0.052,0.048,0.024,0,0.056,0.017,0.018,0.007
108,82,0.016,64,0,16,4.5,4.941,3.359,0,0.051,0.003,0.008,0.012,0,0.086,0.03,0.035,0.022,0,0.061,0.037,0.032,0.012
2316,1103,0.001,76,0,24,10,9.812,3.134,0,0.31,0.002,0.007,0.018,0,0.173,0.099,0.094,0.027,0,0.052,0.003,0.003,0.003
1552,784,0.002,101,0,25,9,9.55,3.085,0,0.203,0.004,0.008,0.018,0,0.158,0.093,0.086,0.032,0,0.037,0.005,0.005,0.003
2881,1639,0.001,375,0,46,15,15.17,5.882,0,0.315,0.001,0.005,0.015,0,0.117,0.05,0.045,0.024,0,0.043,0.001,0.002,0.002
164,116,0.012,70,0,16,7,6.662,3.719,0,0.085,0.001,0.011,0.019,0,0.089,0.026,0.036,0.027,0,0.043,0.026,0.024,0.009
2565,1251,0.001,209,0,40,11,10.965,4.187,0,0.263,0.002,0.006,0.016,0,0.163,0.083,0.076,0.033,0,0.04,0.002,0.003,0.002
1591,896,0.001,172,0,43,15,16.227,7.41,0,0.231,0.003,0.013,0.027,0,0.106,0.053,0.05,0.019,0,0.025,0.003,0.003,0.002
66,57,0.02,53,0,10,3,3.123,2.264,0,0.029,0.002,0.005,0.007,0,0.105,0.031,0.036,0.022,0,0.071,0.035,0.041,0.018
23666,3231,0.002,346,0,27,7,7.266,2.825,0,0.299,0,0.001,0.012,0,0.252,0.14,0.122,0.044,0,0.247,0.001,0.004,0.019
16450,7099,0,1167,0,33,10,9.878,3.144,0,0.295,0,0.001,0.007,0,0.183,0.092,0.084,0.037,0,0.052,0,0,0.001
467,296,0.005,98,0,32,11,11.663,5.692,0,0.256,0.005,0.019,0.036,0,0.135,0.054,0.05,0.031,0,0.044,0.01,0.01,0.004
4284,2467,0,692,0,146,16,19.001,13.174,0,0.071,0,0.001,0.004,0,0.059,0.011,0.013,0.012,0,0.057,0.001,0.001,0.001
17343,7945,0,1516,0,664,11,12.895,19.017,0,0.216,0,0.001,0.005,0,0.132,0.07,0.061,0.03,0,0.037,0,0,0.001
6873,3646,0,797,0,33,12,12.099,3.852,0,0.241,0,0.002,0.008,0,0.138,0.07,0.063,0.029,0,0.032,0,0.001,0.001
4586,2474,0,496,0,59,16,16.638,7.094,0,0.183,0.001,0.004,0.012,0,0.11,0.054,0.047,0.022,0,0.017,0.001,0.001,0.001
5464,2912,0,614,0,40,12,12.327,4.224,0,0.199,0.001,0.002,0.008,0,0.166,0.067,0.061,0.026,0,0.024,0.001,0.001,0.001
67,76,0.011,73,0,7,1,1.65,1.519,0,0.006,0,0,0.001,0,0.056,0.017,0.016,0.015,0,0.053,0.026,0.023,0.015
581,312,0.005,134,0,25,8,8.304,4.001,0,0.213,0.003,0.012,0.03,0,0.163,0.078,0.068,0.036,0,0.131,0.009,0.011,0.012
854,492,0.003,79,0,49,11,12.502,6.808,0,0.4,0.005,0.016,0.032,0,0.16,0.067,0.062,0.037,0,0.077,0.006,0.007,0.005
486,280,0.006,76,0,23,11,10.312,4.105,0,0.216,0.005,0.02,0.036,0,0.145,0.069,0.062,0.031,0,0.053,0.01,0.012,0.007
17343,7945,0,1516,0,664,11,12.895,19.017,0,0.216,0,0.001,0.005,0,0.132,0.07,0.061,0.03,0,0.037,0,0,0.001
1609,776,0.002,112,0,33,11,11.36,4.394,0,0.295,0.003,0.01,0.022,0,0.16,0.078,0.073,0.024,0,0.061,0.005,0.005,0.004
776,435,0.004,82,0,24,9,9.621,3.945,0,0.355,0.004,0.012,0.032,0,0.166,0.083,0.071,0.039,0,0.073,0.006,0.008,0.006
16058,6530,0,1027,0,43,12,12.641,4.304,0,0.185,0,0.001,0.005,0,0.128,0.072,0.065,0.028,0,0.03,0,0,0.001
1514,763,0.002,104,0,26,9,9.514,3.075,0,0.221,0.004,0.008,0.018,0,0.156,0.092,0.085,0.032,0,0.036,0.005,0.005,0.003
1800,919,0.002,161,0,35,10,10.696,4.419,0,0.346,0.002,0.007,0.019,0,0.179,0.076,0.071,0.037,0,0.072,0.003,0.004,0.004
2025,1031,0.001,107,0,29,10,9.934,3.296,0,0.44,0.003,0.007,0.031,0,0.247,0.093,0.085,0.033,0,0.128,0.002,0.003,0.006
840,445,0.004,67,0,20,8,8.359,2.954,0,0.35,0.006,0.012,0.029,0,0.199,0.103,0.095,0.039,0,0.13,0.006,0.008,0.008
208,133,0.011,124,0,13,5,4.876,2.737,0,0.037,0.001,0.004,0.007,0,0.221,0.026,0.035,0.035,0,0.083,0.022,0.023,0.013
1483,873,0.001,327,0,25,10,10.055,3.436,0,0.127,0.001,0.004,0.01,0,0.115,0.061,0.044,0.033,0,0.028,0.003,0.003,0.002
673,368,0.004,84,0,23,9,9.101,3.417,0,0.285,0.007,0.014,0.026,0,0.151,0.083,0.076,0.033,0,0.079,0.008,0.009,0.006
208,138,0.011,89,0,8,4,4.17,1.925,0,0.1,0,0.003,0.012,0,0.207,0.017,0.04,0.039,0,0.16,0.021,0.022,0.016
41467,18685,0,1818,0,63,11,11.603,3.67,0,0.187,0,0,0.003,0,0.149,0.083,0.079,0.025,0,0.027,0,0,0
487,309,0.005,106,0,24,10,10.402,4.384,0,0.14,0.005,0.014,0.021,0,0.12,0.055,0.048,0.03,0,0.042,0.009,0.01,0.004
37,35,0.031,32,0,7,2,1.913,1.643,0,0.031,0,0.004,0.006,0,0.125,0.044,0.044,0.033,0,0.117,0.058,0.062,0.031
28720,13619,0,1440,0,41,12,12.133,3.274,0,0.174,0,0,0.004,0,0.218,0.076,0.074,0.021,0,0.04,0,0,0
1375,824,0.002,287,0,39,13,13.829,6.144,0,0.224,0.001,0.007,0.018,0,0.104,0.04,0.037,0.027,0,0.031,0.003,0.004,0.002
1963,999,0.001,173,0,28,10,10.182,3.52,0,0.302,0.002,0.007,0.02,0,0.176,0.086,0.079,0.036,0,0.064,0.003,0.003,0.003
5529,2924,0,458,0,33,13,12.722,3.93,0,0.243,0.001,0.003,0.011,0,0.128,0.07,0.065,0.025,0,0.027,0.001,0.001,0.001
1381,676,0.003,65,0,23,9,9.479,3.115,0,0.301,0.005,0.01,0.023,0,0.157,0.095,0.09,0.028,0,0.051,0.005,0.006,0.004
19680,9372,0,676,0,35,12,12.089,3.499,0,0.274,0,0.001,0.006,0,0.163,0.081,0.078,0.023,0,0.032,0,0,0
3860,2223,0,495,0,30,13,12.871,3.891,0,0.145,0.001,0.003,0.01,0,0.109,0.064,0.057,0.025,0,0.024,0.001,0.001,0.001
528,382,0.003,288,0,20,7,7.467,4.41,0,0.026,0,0.001,0.003,0,0.053,0.006,0.012,0.012,0,0.041,0.007,0.007,0.004
2160,1447,0.001,633,0,34,12,12.473,4.414,0,0.104,0,0.003,0.008,0,0.084,0.042,0.032,0.025,0,0.024,0.002,0.002,0.001
1094,546,0.003,134,0,30,6,7.197,3.899,0,0.397,0.001,0.005,0.025,0,0.216,0.094,0.072,0.05,0,0.192,0.007,0.007,0.011
1198,619,0.003,72,0,22,9,9.349,3.039,0,0.21,0.006,0.011,0.02,0,0.152,0.096,0.089,0.031,0,0.043,0.004,0.006,0.004
1143,536,0.003,61,0,19,7,7.54,2.622,0,0.328,0.005,0.009,0.025,0,0.228,0.12,0.111,0.039,0,0.089,0.007,0.007,0.008
